,UNITID_P,INSTNM,BRANCH,State,Sector_desc,men_total,women_total,Total,MURD10,NEG_M10,FORCIB10,NONFOR10,ROBBE10,AGG_A10,BURGLA10,VEHIC10,ARSON10,MURD11,NEG_M11,FORCIB11,NONFOR11,ROBBE11,AGG_A11,BURGLA11,VEHIC11,ARSON11,MURD12,NEG_M12,FORCIB12,NONFOR12,ROBBE12,AGG_A12,BURGLA12,VEHIC12,ARSON12,FILTER10,FILTER11,FILTER12
2095,131469014,George Washington University,Hanover High School,VA,"Private nonprofit, 4-year or above",11299.0,14354.0,25653.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2096,131496002,Georgetown University,Georgetown University Law Center,DC,"Private nonprofit, 4-year or above",8152.0,9205.0,17357.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0,0,0,1,1,5,0,0,1,1,1
2100,131520005,Howard University,DIVINITY SCHOOL (EAST) CAMPUS,DC,"Private nonprofit, 4-year or above",3524.0,6478.0,10002.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,1
2101,131520006,Howard University,LAW  SCHOOL (WEST) CAMPUS,DC,"Private nonprofit, 4-year or above",3524.0,6478.0,10002.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2102,131742001,Medtech Institute,Falls Church Campus,VA,"Private for-profit, 2-year",244.0,1301.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2103,131742002,Medtech Institute,Medtech Institute - Silver Spring Campus,MD,"Private for-profit, 2-year",244.0,1301.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2104,131742003,Medtech Institute,"Medtech College - Washington, DC Campus",DC,"Private for-profit, 2-year",244.0,1301.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2105,131803001,Strayer University-District of Columbia,Main Campus,DC,"Private for-profit, 4-year or above",549.0,968.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,1
2106,131803008,Strayer University-District of Columbia,Takoma Park Campus,DC,"Private for-profit, 4-year or above",549.0,968.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,1
2107,131830001,National Conservatory of Dramatic Arts,Main Campus,DC,"Private nonprofit, 2-year",17.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2108,131876001,Trinity Washington University,Trinity,DC,"Private nonprofit, 4-year or above",232.0,2431.0,2663.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,1
2109,131973001,Wesley Theological Seminary,Wesley Theological Seminary,DC,"Private nonprofit, 4-year or above",334.0,300.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2110,132268001,Wyotech-Daytona,Main Campus,FL,"Private for-profit, 2-year",954.0,56.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2111,132338001,The Art Institute of Fort Lauderdale,The Art Institute of Fort Lauderdale,FL,"Private for-profit, 4-year or above",1062.0,1177.0,2239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2112,132374001,Atlantic Technical Center,ATLANTIC TECHNICAL CENTER,FL,"Public, 2-year",490.0,385.0,875.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2113,132408001,The Baptist College of Florida,Main Campus,FL,"Private nonprofit, 4-year or above",348.0,206.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2114,132408002,The Baptist College of Florida,Orlando Site,FL,"Private nonprofit, 4-year or above",348.0,206.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2115,132408004,The Baptist College of Florida,Jacksonville Site,FL,"Private nonprofit, 4-year or above",348.0,206.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2116,132408005,The Baptist College of Florida,Pensacola Site,FL,"Private nonprofit, 4-year or above",348.0,206.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2117,132471001,Barry University,Main Campus,FL,"Private nonprofit, 4-year or above",3079.0,5991.0,9070.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0,0,1,0,1,0,12,1,0,1,1,1
2118,132471002,Barry University,Barry University-Law School,FL,"Private nonprofit, 4-year or above",3079.0,5991.0,9070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2119,132666001,GUTI The Premier Beauty & Wellness Academy,Main Campus,FL,"Private for-profit, less-than 2-year",45.0,106.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2120,132675001,Bradford-Union Area Career Technical Center,Bradford- Union Technical Center,FL,"Public, 2-year",84.0,78.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2121,132693001,Brevard Community College,Brevard Community College-Cocoa Campus,FL,"Public, 2-year",7159.0,10043.0,17202.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,1
2122,132693002,Brevard Community College,Brevard Community College-Melbourne Campus,FL,"Public, 2-year",7159.0,10043.0,17202.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2123,132693003,Brevard Community College,Brevard Community College-Titusville Campus,FL,"Public, 2-year",7159.0,10043.0,17202.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2124,132693004,Brevard Community College,Brevard Community College-Palm Bay Campus,FL,"Public, 2-year",7159.0,10043.0,17202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2125,132709001,Broward College,Central Campus,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,8.0,0.0,0,0,0,0,0,0,2,5,0,1,1,1
2126,132709002,Broward College,North Campus,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,1,2,2,0,0,1,1,1
2127,132709003,Broward College,South Campus,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,2,2,0,1,1,1
2128,132709004,Broward College,Willis Holcombe Center,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2129,132709005,Broward College,Tigertail Campus,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2130,132709006,Broward College,Pines Center,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2131,132709007,Broward College,AutoNation Center for Excellence in Automotive and Technology/Marine Center of Excellence,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2132,132709008,Broward College,Weston Center,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2133,132709009,Broward College,Miramar Town Center,FL,"Public, 4-year or above",17320.0,24989.0,42309.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1
2134,132806001,Fortis College-Winter Park,Fortis College,FL,"Private for-profit, 2-year",62.0,203.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2135,132842001,Carlos Albizu University-Miami,"Carlos Albizu University, Miami Campus",FL,"Private nonprofit, 4-year or above",230.0,816.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2,0,0,0,0,1,1,1
2136,132851001,College of Central Florida,Main Campus,FL,"Public, 4-year or above",3158.0,5291.0,8449.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1
2137,132851002,College of Central Florida,Appleton Museum of Art,FL,"Public, 4-year or above",3158.0,5291.0,8449.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1
2138,132851003,College of Central Florida,Hampton Center,FL,"Public, 4-year or above",3158.0,5291.0,8449.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1
2139,132851004,College of Central Florida,Citrus Campus,FL,"Public, 4-year or above",3158.0,5291.0,8449.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1
2140,132851005,College of Central Florida,Levy Center,FL,"Public, 4-year or above",3158.0,5291.0,8449.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1
2141,132879001,Florida Christian College,Main Campus,FL,"Private nonprofit, 4-year or above",192.0,182.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2142,132903003,University of Central Florida,Executive Development Center,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2143,132903004,University of Central Florida,UCF Ocala,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2144,132903005,University of Central Florida,UCF Palm Bay,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2145,132903006,University of Central Florida,UCF South Lake,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2146,132903007,University of Central Florida,UCF Cocoa,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2147,132903008,University of Central Florida,UCF Daytona Beach,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,0.0,0,0,1,0,1,0,0,3,0,1,1,1
2148,132903009,University of Central Florida,Rosen College of Hospitality Management,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2149,132903010,University of Central Florida,UCF Valencia West,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0,0,0,0,0,2,0,0,1,1,1,1
2150,132903011,University of Central Florida,College of Medicine,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2151,132903012,University of Central Florida,UCF Center for Emerging Media,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1
2152,132903013,University of Central Florida,UCF Leesburg,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2153,132903014,University of Central Florida,Florida Solar Energy Center,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2154,132903015,University of Central Florida,UCF Sanford/Lake Mary,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,2,2,0,1,1,1
2155,132903016,University of Central Florida,UCF Valencia Osceola,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2156,132903017,University of Central Florida,UCF Altamonte Springs,FL,"Public, 4-year or above",26781.0,32820.0,59601.0,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,1
2157,132976001,Charlotte Technical Center,CHARLOTTE TECHNICAL CENTER,FL,"Public, 2-year",104.0,172.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2158,133021001,Chipola College,Main Campus,FL,"Public, 4-year or above",831.0,1413.0,2244.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,4,0,0,1,1,1
2159,133085001,Clearwater Christian College,Main Campus,FL,"Private nonprofit, 4-year or above",253.0,245.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,3,0,0,1,1,1
2160,133155001,Lorenzo Walker Institute of Technology,Lorenzo Walker Institute of Technology - Main Campus,FL,"Public, 2-year",271.0,361.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2161,133386002,Daytona State College,New Smyrna Beach/Edgewater Campus,FL,"Public, 4-year or above",6054.0,9130.0,15184.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2162,133386005,Daytona State College,DeLand Campus,FL,"Public, 4-year or above",6054.0,9130.0,15184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2163,133386006,Daytona State College,Advanced Technology College,FL,"Public, 4-year or above",6054.0,9130.0,15184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2164,133386007,Daytona State College,Deltona Campus,FL,"Public, 4-year or above",6054.0,9130.0,15184.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2165,133386008,Daytona State College,The News Journal Center,FL,"Public, 4-year or above",6054.0,9130.0,15184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,1
2166,133465001,South University-West Palm Beach,South University-West Palm Beach,FL,"Private for-profit, 4-year or above",237.0,792.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2167,133492004,Eckerd College,P.E.L.- Tampa Center,FL,"Private nonprofit, 4-year or above",922.0,1415.0,2337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2169,133508001,Edison State College,Main Campus,FL,"Public, 4-year or above",6246.0,9485.0,15731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,0,1,1,1
2170,133508002,Edison State College,Charlotte County Campus,FL,"Public, 4-year or above",6246.0,9485.0,15731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1
2171,133508003,Edison State College,Collier County Campus,FL,"Public, 4-year or above",6246.0,9485.0,15731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2172,133508004,Edison State College,Hendry Glades Center,FL,"Public, 4-year or above",6246.0,9485.0,15731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2173,133526001,Edward Waters College,Main Campus,FL,"Private nonprofit, 4-year or above",526.0,399.0,925.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0,0.0,0,0,0,0,1,1,14,0,0,1,1,1
2174,133669002,Florida Atlantic University,Port St. Lucie Campus,FL,"Public, 4-year or above",12893.0,17101.0,29994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2175,133669003,Florida Atlantic University,MacArthur Campus,FL,"Public, 4-year or above",12893.0,17101.0,29994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2176,133669004,Florida Atlantic University,Davie Campus,FL,"Public, 4-year or above",12893.0,17101.0,29994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2177,133669005,Florida Atlantic University,SeaTech Campus,FL,"Public, 4-year or above",12893.0,17101.0,29994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2178,133669006,Florida Atlantic University,FAU at Ft. Lauderdale - Downtown,FL,"Public, 4-year or above",12893.0,17101.0,29994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,1,1
2179,133669007,Florida Atlantic University,FAU at Ft. Lauderdale - Commercial Blvd.,FL,"Public, 4-year or above",12893.0,17101.0,29994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2180,133669008,Florida Atlantic University,Ft. Pierce,FL,"Public, 4-year or above",12893.0,17101.0,29994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2181,133702001,Florida State College at Jacksonville,Downtown,FL,"Public, 4-year or above",12157.0,17896.0,30053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2182,133702003,Florida State College at Jacksonville,Kent,FL,"Public, 4-year or above",12157.0,17896.0,30053.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2183,133702004,Florida State College at Jacksonville,North,FL,"Public, 4-year or above",12157.0,17896.0,30053.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2184,133702005,Florida State College at Jacksonville,South,FL,"Public, 4-year or above",12157.0,17896.0,30053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2185,133702006,Florida State College at Jacksonville,Deerwood,FL,"Public, 4-year or above",12157.0,17896.0,30053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,1
2186,133702007,Florida State College at Jacksonville,Nassau Center,FL,"Public, 4-year or above",12157.0,17896.0,30053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2187,133702008,Florida State College at Jacksonville,Cecil Center,FL,"Public, 4-year or above",12157.0,17896.0,30053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2188,133702009,Florida State College at Jacksonville,Aviation Center of Excellence,FL,"Public, 4-year or above",12157.0,17896.0,30053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1
2189,133711001,Flagler College-St Augustine,Main Campus,FL,"Private nonprofit, 4-year or above",1154.0,1693.0,2847.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,1,1
